,wAP0021_d8_54A,wAP0031_d4_55A,wAP0034_d0_56A,wAP0035_d4_57A,wAP0037_d0_63A,wAP0038_d8_58A,wAP0040_d8_59A,wAP0041_d4_64A,wAP0043_d4_60A,wAP0045_d8_65A,wAP0046_d4_62A,wAP0047_d0_66A,wAP0048_d4_67A,wAP0049_d0_68A,wAP0049_d8_61A,wAP0050_d4_69A,wAP0054_d8_70A,wAP0026_d4_97A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0059_d4_107A
USP9X,-0.483961838,-0.198795092,0.188325011,-0.169222456,0.289429281,0.18009737,0.131664764,0.200693436,0.357638215,-0.373647293,0.429910988,-0.740105514,-0.565973676,0.560053059,-0.258560644,0.200266767,0.078071512,0.086373102,0.235629718,-0.268539,-0.642920737,-0.479964969,-0.014386288,-0.203341755,-0.241795897,0.598237048,-0.044373385,-0.093319965
CUL5,0.321545909,0.22454957,-0.003344865,-0.014212498,0.145623314,0.523039852,0.056721948,-0.192534486,0.006522603,0.543333451,0.142164771,-0.128839585,-0.34712881,0.389408167,-0.497492682,0.064275681,0.158581125,-0.032389525,-0.198517861,-0.138312723,-0.09637404,0.019274899,-0.705604218,0.014097419,0.12653937,0.436220548,0.336583074,-0.188057326
ATP6V0A1,NA,0.933691698,0,-0.674938161,0.626847834,-0.81996364,-0.345112698,0.425293121,1.133637367,NA,-0.579994293,-0.270534658,-0.300907704,0.863716172,1.468372225,-0.311319554,-3.07834867,0.123809791,-0.0089789,-0.458302361,-1.539779739,-1.45738921,-1.65763401,-0.863706687,1.161271514,-1.001520212,0.64666578,NA
MYDGF,0.356771835,-0.270990386,-0.10331044,-0.273052769,0.66590971,0.576507536,0.136446129,0.042626438,0.068465164,0.405313348,0.348135418,-0.309794529,-0.064494426,0.759295211,0.211422826,0.214191381,0.244493742,-0.438843444,0.168459347,0.242070965,-0.413081145,-0.200085494,-0.210823284,-1.525691683,0.367906854,-0.279622492,0.149866707,-0.191031135
IGSF8,NA,0.555574702,NA,NA,0.053512254,0.489770896,-0.251053931,-0.479632364,0.082038056,1.341316936,0.339082034,-0.724230142,-1.340545195,-0.091346356,0.467284381,1.086502307,-0.485555268,-0.166065548,0.359910351,0.112592664,NA,1.593981922,-0.63988055,0.942956417,NA,0.266804898,-0.077960931,1.968706619
NCLN,-0.607806814,0.364699388,-0.094272519,0.596647632,0.322675215,-0.242778784,-0.001725646,1.338689984,-0.47643309,-1.273861222,-0.079832764,0.070694147,-0.845272249,-0.614669999,0.194377913,0.583848187,-0.292535803,0.046631686,1.383628492,-1.351599936,-0.060993315,-0.633527668,0.06093992,-1.348990685,-0.003464896,-0.619470262,-0.81376071,0.238669464
MRPL24,0.336261173,0.152462231,-0.230675805,0.833074216,-0.040026026,-1.303715529,-0.876860321,-2.011187414,-0.205082231,0.365195973,-0.725430359,-0.651332913,1.33501577,-0.857776977,1.074679137,0.417083568,-1.353133662,0.370313918,-1.420811947,0.160512194,-0.069931826,-0.139830939,-1.149593915,-0.454989855,-1.560442469,-0.565931955,1.915593021,-0.94402457
SYAP1,-0.803087101,0.621135754,-0.369417516,0.576413801,-0.131489155,-0.384309094,0.000342345,0.325684007,-0.057573971,-0.136432238,0.476601393,0.240267883,-0.402237255,0.239840247,0.090739576,-0.190359434,-0.439821887,0.303851037,0.057157186,-0.21314381,0.449375945,0.326597328,-1.398766569,-0.008546374,0.254235779,-0.472584981,-0.359520762,0.564013723
ISOC2,-0.006713684,-0.501650887,0.153009693,0.148686848,-0.55642867,-0.339535813,0.58733551,-0.582541709,0.179928632,-0.063465369,0.076901751,0.04669849,-1.740300169,0.830655955,0.738889177,0.268143166,1.043496206,0.19329286,-0.306270389,0.896041854,0.230611911,0.638785537,-0.201375686,0.904581824,0.359079007,1.275456578,0.656757133,0.958573915
NTAN1,0.290209055,-0.378713245,-0.735881353,0.184195891,0.381212321,0.197885245,-0.246603169,-0.271470474,0.68900163,-0.09029478,0.253202055,0.931908466,0.050141367,-0.152773496,0.015931081,0.369609408,0.605887471,-0.202723134,0.044520544,0.31933169,0.135070993,0.538659159,0.297149954,0.347375462,0.586311622,-0.368011157,0.204779476,-0.072557655
TTC17,-0.221470664,-0.354559884,-1.278626329,0.435809634,-0.403121715,-0.222553142,-0.033203052,-0.261128096,0.305423065,-0.84992367,-0.489143108,0.04266805,0.369183067,0.294564722,0.486118633,-0.868594869,-0.505355639,0.146870853,0.790356152,0.319130325,1.339018849,0.351069636,0.177101727,0.252500656,1.001769608,-0.582276055,0.144098847,0.840127623
SLC25A46,0.712302703,-0.290167772,1.39936365,0.447785732,0.100444202,-0.361071542,-0.553885602,1.040155143,-0.116772138,1.166108446,0.097593131,2.070833944,0.367432548,-0.617100477,-1.711495436,0.755462317,-0.006741554,-0.019793443,0.212283594,0.006710198,1.393726954,0.748513658,-0.613787332,-0.035076865,-0.205553195,0.141352201,0.767185803,-0.396881484
LRRC59,0.707221866,-0.235915455,-0.041022214,0.018757367,0.632832321,-0.204321232,-0.036810515,-0.225498037,-0.567551084,-1.246462968,-0.377430359,0.569157719,0.058320693,0.433864578,-0.001043872,0.54528109,0.303798912,0.365816399,0.333908265,0.222449732,0.30206733,0.0731687,0.184296684,0.409036597,0.185694387,0.084738496,0.183285012,0.094899232
PBXIP1,-0.500021149,0.954811365,-0.390835207,0.449868508,-0.113154654,0.127175425,-0.835221723,-0.24906449,0.00508312,-0.585234355,-0.128902952,1.176071151,0.301490137,0.462981463,0.274834183,0.107306049,0.412304748,-0.740964733,0.03672569,0.388130483,-0.065535885,0.573212233,0.745344323,0.358288142,0.134068766,-0.899129909,-0.257577718,0.15518436
VPS33A,-0.460434843,-0.692961352,-0.569307848,-1.119912171,-0.564502514,-0.531913157,0.174897995,0.75056012,NA,NA,0.561225292,0.047810031,-0.342751095,0.036980234,NA,-0.190845287,0.04113531,0.354397642,-1.085500686,-0.998366506,-1.241423386,-0.05086824,NA,-0.475514246,-0.635435186,0.818952648,-1.705615881,-0.397344475
SH3KBP1,0.400642299,-0.686044647,-0.143233125,-0.293569483,-0.532047458,-0.395834615,0.588631223,-0.297994112,-0.431283076,-0.531242907,0.019285872,0.360939014,-0.092254882,-0.433980879,0.291847804,-0.693238836,0.264394191,-0.567051179,0.083218231,-0.053527088,0.274982983,0.802107407,-0.504172659,0.43582791,-0.258298917,-0.281827003,0.427329865,-0.403163669
OTULIN,0.548031681,-0.427637041,-0.030286135,-0.233118425,0.031463344,0.336228164,0.454928966,0.097988164,0.033765498,0.543336606,0.210777764,-0.140550708,0.408715206,0.307564597,-0.991095215,-0.149138542,0.653180175,-0.605934464,-0.061500152,0.250785373,0.503399749,-0.219054443,-0.786831016,0.659134602,0.15935298,-0.487669442,-0.213764275,-2.272084235
DHX58,NA,-1.219609257,0.652887434,-1.037723023,-0.198493476,-0.535292107,-0.074167247,0.143861068,0.259611178,0.883455225,-0.178013181,-0.940519609,0.652188358,-0.658322581,-1.095847443,0.259522571,0.380939383,-0.413787582,-1.504380312,-0.701045354,-1.641616339,0.504204974,0.658978345,-0.24302734,1.649470068,-0.427722619,1.001213508,-0.678152429
PYCR2,-1.547306011,-0.058483877,-1.161286993,0.88840646,0.567127151,-0.676174627,-0.507678596,-0.973282613,0.839974861,0.716413138,-0.306247424,1.721608671,-0.005362624,0.014561869,-0.579683056,0.265259572,-0.690454496,0.303540609,0.243175945,0.487011083,-0.103209563,0.25633586,1.721375047,0.005342764,-0.428907475,0.83085888,-1.555262689,NA
ISOC1,-0.788741729,0.115519242,0.051511844,0.107364095,0.15008491,0.429703916,0.112506889,0.108909724,0.348781702,-0.248510165,0.270021291,-0.009646163,-0.014459394,0.119220601,-0.4942262,0.206493168,0.553356965,0.298337488,-0.373087916,-0.033076435,0.018480818,0.323415462,-1.266181929,-0.06787692,0.124263232,-0.011661102,-0.172079397,0.339395131
GCC1,-1.125469925,-0.545662934,0.646587106,-1.167054955,0.327431011,0.561336711,0.32895972,-0.117519123,-2.141844154,-1.650473435,-0.065121153,NA,-1.877974077,0.429528655,0.467862374,0.248355303,0.528131237,0.712499692,-0.337787794,-0.415479488,0.67257144,0.041337597,-0.305661098,0.753223256,0.649135845,1.299804405,-0.211613579,-1.129302481
CCDC124,-1.646636231,-0.081782939,-0.289062124,0.061503753,-0.725178114,-0.680521916,0.009562023,-0.169997968,-0.724510187,0.382205564,0.107881316,0.027913963,0.076750225,0.197930831,-0.135722856,-0.771306213,0.037632036,-0.373840461,-0.419765883,-0.172397644,-0.447149845,0.534625973,0.248805698,-0.106379804,0.050214809,-1.110902178,-4.421593469,-0.10406222
AP2M1,0.322889568,0.451227758,-0.377490101,0.130805171,0.726161557,-0.016401274,-0.661064208,-1.544214921,-3.567576822,-3.178821827,-0.61188519,0.947128089,NA,-0.611783894,NA,0.587943693,1.2910551,-0.937980559,-0.619455932,0.554374771,0.122608485,-0.645769877,-0.627726553,-0.629624589,-0.832905264,1.168661559,-0.316916002,-0.79616958
HVCN1,-0.247404049,-0.358596203,-0.065259819,0.080008475,-0.859182507,-1.330023114,-0.336117342,-1.017861485,-0.716619415,-0.003027134,-0.066284521,0.108291825,0.62474082,0.28888066,0.594010536,-0.11651857,-0.06648854,-0.633359472,-0.372757368,0.029481468,0.522471599,-0.271041395,0.617837937,0.030503474,-0.104120187,-0.192074839,0.875008879,0.416743388
MRPL38,0.5260524,-1.413814964,0.553264871,0.798772556,-1.001651749,-1.666467533,1.094889126,0.561568578,-0.361761583,-1.329788338,-0.230305558,-0.435263494,0.806783266,0.000341416,-1.120143839,0.202362964,0.679926965,-0.931381554,-0.440736505,1.162377695,1.165177057,2.040231966,1.105240854,-0.5403861,0.325453799,-0.168830539,-0.490245035,1.226707026
ERLEC1,0.514951689,0.253046808,0.519276923,0.317270641,0.244396432,-0.094532331,-0.269753425,0.231523434,-0.293396698,-0.41505758,-0.448677438,-0.405231022,0.406971733,0.101297013,0.294473055,0.89662084,0.352994636,0.06286283,0.016990754,0.098061841,-0.053833452,-0.303324951,0.341420705,0.717703359,0.53857309,-0.241717876,0.308950407,0.730962096
MTERF3,0.512266277,-0.267179444,1.395893238,1.514445562,0.204700931,-0.185529219,0.21258701,-0.809288909,-0.629697327,NA,-0.89935473,0.664411419,0.548801491,-0.099347601,NA,0.4215627,0.770502822,-1.249393184,-0.702439031,-0.146215309,2.062891808,1.372863417,1.097098344,0.089038944,0.50184831,0.181775881,1.041448752,0.357266028
SPDL1,0.550081048,0.580679507,0.041017386,0.640464837,0.701975541,0.139958047,0.572387238,0.278489635,0.516386957,-0.493828564,-0.067634704,0.30481309,0.647578746,0.158428155,0.105065066,0.053353849,0.485404344,0.531125072,0.079672915,0.567538046,0.990866497,0.338955503,0.159473762,-0.327123183,0.177106162,-0.139596411,0.760335806,0.458439033
KIFBP,0.89260464,0.289135895,-0.201665459,-0.491257789,0.002629226,-0.504919794,-0.183578464,-0.083587291,0.595500039,NA,0.165246945,-0.432982587,0.659265409,0.40263517,-0.530304974,0.1974604,0.277906619,0.105299121,-0.627802942,-0.121429151,0.574507318,1.143275512,-0.106036494,0.124631237,0.107264994,0.583896818,-0.316057414,0.929181678
DNAJA3,-0.279470962,-0.04093941,0.408063324,-0.758185959,0.176627804,-0.175402159,-0.121861228,0.186535428,0.039809656,NA,-0.514269931,-0.691152636,0.100266935,-0.188448798,-0.094778879,0.510433293,-1.009180508,0.104312824,0.171451162,-0.728471398,0.102034201,-0.565816659,0.070722783,0.333939969,0.229970619,0.40612635,0.059241934,-0.640213722
DYNLL2,0.343049868,0.107370729,0.244891268,0.489736012,0.589025971,0.36854801,0.331045036,-0.185567171,-0.253038366,-0.369046217,0.08419019,0.285516187,-0.215977191,0.371480112,0.62026429,0.012487435,0.204818176,0.196240144,-0.101268244,0.481962922,-0.506835835,-0.262638119,-0.336254111,0.629350848,-0.180845124,-1.100144457,0.101252711,-0.098109168
SCRN2,1.454419215,-1.084160513,0.214616997,-0.586639445,-0.289700696,-0.624987091,0.666645263,-1.08418768,1.50780474,-0.309391333,-0.010204293,-0.472604292,0.027245363,-0.729618384,0.027079522,-2.328255839,-1.049843424,0.126372075,-0.29148604,-1.458775785,-0.798736827,-1.657767396,0.032887459,NA,-0.920385196,1.364952128,-0.256800682,NA
OTUB1,-1.281318432,-0.197444992,-0.450300098,0.04671311,-0.281966507,0.037395127,0.014791818,-0.153130875,0.277668623,0.441254089,0.354107499,0.352514887,0.044320973,0.270397136,-0.74130998,0.282612867,0.205903927,-0.237529005,0.291796263,0.210957093,0.112884255,0.067225122,-0.053762513,0.599869628,-0.156970856,0.47615138,0.121405793,-0.554535744
BSCL2,NA,2.417127259,0.47241813,-4.244543723,1.84371767,0.213559387,1.389572837,1.95678907,-6.184910585,-5.039371893,-4.749376386,2.589137635,-0.442557185,2.600281574,NA,-0.211069368,NA,-0.851535972,2.712836173,-0.55382524,-1.588736827,-2.484090679,NA,-1.950361685,0.101754436,0.587366724,NA,0
PDXP,-0.395866943,-0.030793205,-0.55982466,-0.855846014,-0.016385878,-1.193256397,0.050054954,0.858013776,0.280341948,0.102755323,-0.521396998,1.650042632,-0.408803011,-1.527000568,NA,-0.097907621,0.028022584,-0.638579656,-1.683406403,-1.375882424,1.058660879,0.201154884,0.56958171,0.59583057,-1.155410001,-1.747210267,-1.325187333,0.650528526
DCUN1D1,-2.962231827,2.765148755,-0.047538333,1.120797565,NA,0.392851775,0.08112195,0.500206755,-0.57446403,-0.725080344,1.01410298,-0.334536462,-0.045246758,-0.207051827,-0.008644807,0.747360085,0.284767465,0.6791252,0.276212814,0.953526796,-0.029631748,0.25110859,-0.757014184,0.301948511,-0.363322156,-0.010591502,0.194220069,0.221368537
FAHD2A,0.466198554,-0.107754226,-0.38134668,-1.257504521,0.137019066,-1.69E-05,0.063142317,0.443376693,0.036429449,-0.01673898,0.42438078,0.168402879,-0.101922152,0.280582124,-0.087411073,-1.098805196,-0.244100062,0.15146816,-0.867474234,-1.09117789,0.164393785,0.412493459,0.029440117,-0.080589962,-0.081486454,0.600460341,-0.051607117,-0.837780575
DDRGK1,0.465202094,1.000703653,0.383861447,-1.217251775,0.074647531,-1.871529134,-0.342561816,0.346292999,-0.754656996,-2.557824937,-0.391473675,0.379211856,0.315225485,NA,NA,-0.205879139,0.51626146,-1.817968458,NA,0.126950487,-0.577382375,-0.946217561,0.76049438,0.099530694,-0.578626018,0.204446701,0.70335513,0.742988917
BOD1,0.896865532,1.400875845,0.201453387,0.098942112,-0.332778682,0.11928482,0.588132779,0.323754788,0.5512964,-0.690375034,0.359200625,0.257732515,1.290032696,0.006774925,0.799458714,0.443282183,-0.524298131,0.475497141,0.367239988,0.621375272,-0.014341088,0.434830399,0.370267483,0.637222591,-1.283138723,0.551669916,0.672745862,0.408990322
ZNF414,NA,NA,0.2845837,0.530409666,0.259142599,-0.302191509,0.167221347,0.709610738,-0.015940458,0.378040775,0.441844816,NA,-0.022860895,1.285163689,0.932474091,0.471526914,0.054417206,-0.159398308,-0.360874204,-1.107475057,0.773249313,NA,-1.48721421,0.320752153,NA,1.1002923,-0.710916203,0.754323425
ABHD14B,0.414287159,0.262453265,0.320685207,0,1.08665672,-0.086887327,-0.111553423,0.176977325,0.519029741,0.670360692,0.117701539,-0.16061289,0.369183819,0.257046665,-0.316317146,-0.255285424,0.331535637,-0.095686905,0.38166081,0.298633494,-0.159191913,-0.728234593,0.159209305,-0.123617255,-0.048060446,-0.074644301,0.106327571,-0.228607594
ATP5MK,-2.46048517,-0.893797555,0.577582325,0.061665133,0.395923827,-0.23156517,0.224145636,-1.270271146,-1.033177802,NA,-0.570729487,1.360719954,-0.033825165,-0.523846315,NA,-1.358285066,0.027474678,-0.591127593,0.046931509,-0.394926671,0.102369833,1.000248766,0.217768098,0.161998309,0.277277899,0.990476368,-0.518446903,0.21163103
EPSTI1,0.451927157,1.557833848,0.938654043,0.440992573,-0.742186233,0.014103487,0.815325278,-0.991219098,NA,1.707797266,-0.002669028,1.496668922,-0.217591425,0.050206634,NA,NA,0.166561657,-0.492276787,-0.254788886,-0.244464327,-0.873801364,0.779160575,0.789675541,-2.335419929,0.676034312,-1.043033502,-2.086532089,-0.13019655
PIWIL1,-0.360461977,1.096520551,NA,-0.020391663,-0.58800648,0.024441191,0.33362287,-0.09721482,-0.315826465,NA,-0.191847338,-1.119252579,0.653398022,-0.984187193,-1.018084822,0.304427322,NA,-0.685736331,-0.436073675,-0.982435425,0.694022117,-0.533693303,0.123662953,0.56546598,-2.050167478,-0.943365447,-0.779445266,0.029308305
VCPIP1,1.247702455,0.057087922,NA,0.460055466,-1.604708879,NA,1.268294848,0.611585999,1.580098031,NA,0.681768872,-1.686412452,-0.493869377,-0.489296305,-1.230895642,-0.374128868,-1.768568642,0.511434324,0.741048243,1.1521893,0.615141354,1.12886387,NA,1.009608736,0.612375265,-0.172767581,0.447195066,0.99944662
MAEL,0.297698627,0.642792029,-0.205600837,0.621091222,-0.162218578,0.18770654,-0.562734517,0.328393927,0.649281117,-1.333680199,0.961219207,0.056431857,1.046299942,0.370318446,1.461028071,0.0646693,0.259906553,0.518925278,-1.248455645,0.056456708,0.517696881,0.050887362,0.545919713,-0.422066246,-0.008851965,0.531665803,0.826481822,1.064648439
CLPTM1L,-0.658647668,-1.406419907,0.971603407,-1.790647484,1.754559832,1.150264045,-1.284600959,0.219192828,-2.21515069,1.298479566,-0.892900469,1.228409774,-0.057821227,-0.307378699,-0.674061831,-1.623153152,-0.787040598,1.155286629,-1.389658868,-0.976947729,-0.149314369,NA,-0.069892041,-0.204650297,1.676387781,0.142199563,-0.532779617,-0.525716374
CNDP2,0.241005355,0.063424093,-0.274046328,-0.06185783,0.199963597,0.119842089,-0.165286795,0.171987466,0.242437423,-0.068967102,-0.170235818,0,-0.19590737,0.104981668,-0.30388081,0.152691123,0.248505313,-0.091383783,0.069075624,-0.006745312,-0.140331767,0.446365245,-0.147321109,0.209366627,0.274496227,0.653234239,0.316926139,0.372608924
ADAD1,-0.089673515,0.506432071,-0.206486886,-2.135820203,0.149296639,-2.716304045,-0.349068868,-0.490020614,0.17300592,NA,0.35588941,0.619866536,-0.178414376,0.130584405,-0.718388995,-0.0496634,-0.23095794,-1.053340415,-0.650409187,-0.655729905,0.04255121,-0.128882023,0.647612944,-0.440899462,-0.143031962,-0.201184311,-0.432705407,-0.81805486
NLRP4,0.271028769,0.368723202,0.228665918,0.772761851,0.555519725,0.986339854,0.050329483,0.591378093,0.042102779,0.59458646,0.240683719,-0.201775719,0.106035512,0.167531306,-0.223457741,0.459093981,0.458479531,0.99504333,0.333755117,0.326266021,0.426450222,-0.733898864,-0.455769104,0.342785789,0.615930105,1.07038434,0.810991944,0.603673888
MIA2,1.1761898,-0.084777492,-0.431298846,0.193996673,-0.0524081,0.370146743,-0.158413527,0.31207905,NA,NA,-1.162377626,-0.063838029,0.457160797,-0.788667678,-0.245467198,0.316447788,0.197644606,0.26537641,-0.254092645,0.312387826,0.84061268,0.229638738,-0.551448791,-0.137147151,-0.094838874,-0.48564358,0.634435283,0.352172701
UHRF2,0.712205009,0.082448149,0.366997945,0.460717586,0.798207232,0.668928747,0.212237752,0.695041224,0.430618688,-0.285300908,0.185604352,0.489901511,-0.784201826,0.134916884,-0.271251092,0.397358497,0.486935276,0.674375261,1.17921619,0.842772537,-0.621471145,-0.312898506,-1.217261875,0.204654779,0.711260205,0.35492056,0.853630292,0.820743046
DEPDC7,0.22182844,0.126482237,-0.716683796,-1.06513233,-0.798538328,0.212183759,0.384760463,-0.00090972,-0.360270884,NA,0.25963846,0.209847785,-0.234147222,0.391309349,0.941602892,0.635674583,-0.336775794,0.328542789,-0.873934148,-0.340737139,0.27983551,-0.643878482,0.544323979,-0.416423207,0.642617811,0.021092529,1.070034293,-0.696790484
VPS35,0.076998017,-0.026923401,-0.483546115,-0.155802225,-0.241390617,0.180052694,-0.125061425,-0.386598228,-0.907212607,-0.60752805,0.03598412,-0.762457251,-0.013526697,0.192808086,-0.346231571,-0.468245796,0,-0.082567855,-0.204748601,-0.103170632,-0.956226522,-0.366827514,-0.667556008,-0.271024179,0.146369388,0.374869289,-0.793615546,-0.604282816
GFM1,0.334510861,-0.027029701,-0.040268299,0.211658608,-0.328847348,-0.975701407,-0.541572218,0.228132028,0.128177161,0.276136352,-0.401677949,0.044266818,-1.159956793,0.260533664,-0.550737185,-0.243025759,-0.48680843,0.428554971,-0.242321749,-0.473465517,-0.224558319,0.366579954,-0.995698606,0.158484718,-0.130108795,-0.156838066,-1.781903971,0.028254593
SIN3A,-0.157008354,-0.16392009,0.617048259,-0.212077676,-0.824547499,0.141197034,0.478825204,-0.304849239,NA,-0.373343229,0.873566612,-0.04521481,1.436372466,0.716037312,1.860076689,-0.001425912,-0.290010363,-0.405417141,1.294628729,-0.916892793,-0.006989153,0.579513275,NA,0.565824018,0.45692402,-0.098924835,-0.414502959,-0.145091026
MAP7D2,-0.244041615,0.283586052,-0.964614307,0.323375706,-0.306176315,-1.041772329,0.552426942,-0.187406558,-1.117873579,0.955974247,0.067265851,1.031940442,-0.087980348,-0.598034954,-2.075098111,0.289770365,-0.018931813,-0.456755686,0.080705008,0.168724701,0.104217052,-0.416866868,0.301115239,0.407462083,-0.126661642,-0.822339991,0.130517827,0.781187538
UHRF1,0.398763154,-0.273983304,-0.299955474,0.079552851,0.056352479,0.330321788,0.353434862,-0.267650883,0.517962841,-0.027174725,0.424968938,-0.21046169,0.186686872,0.162185278,-0.150218338,0.267846758,0.137180656,0.171296428,0.101870172,0.002717377,0.162855665,-0.589828962,-0.044662865,-0.050881792,0.095531801,0.251309816,0.074887289,0.083803406
RMDN3,-0.306927062,-0.426406583,0.244630293,0,0.172437283,0.037607057,0.302634291,0.398262219,-0.59846368,-1.524072253,-0.19021242,0.027581564,0.179624564,0.077677318,0.238255473,0.331133223,0.443812433,-0.028445461,-0.711008931,-0.573155457,0.044668741,-0.077755676,0.066819818,0.236029419,0.019658724,-0.154246478,-0.33403598,-0.470401272
MYCBP,-0.12802099,0.441885226,-0.102394441,-0.00398093,-0.031165971,-0.176238927,0.265351763,-0.46749882,-0.411268918,-0.036513753,-0.771179751,-0.270147885,-0.660096217,0.242807913,-1.129605122,-0.271458474,0.003969975,0.127295871,-0.289690856,-0.122212721,-0.517479651,0.35650298,0.592856569,0.37086652,0.121470633,-0.093308797,-0.222656838,0.06411646
TBCB,-0.252921472,-0.477533321,0.039964433,0.185275047,0.026469688,-0.088159614,0.510444214,0.274370165,0.552053935,-0.60547223,0.400124867,0.367484606,-0.291266417,-0.404510522,-0.418222559,-0.306011911,0.286815597,-0.003685421,-0.272964613,0.184653508,0.611030805,-0.738136926,0.005526821,0.29752343,-0.561814178,0.148924281,0.392700343,0.201886942
PSMB7,-1.450532773,-0.469126176,-0.861567621,0.38719101,-1.18190293,-0.953568027,-0.025898741,-0.513118063,0.297962741,1.152795851,0.418831364,0.151219946,0.310019119,-0.505589468,NA,0.406248893,0.230441911,0.172371609,-0.13705452,0.148579822,-0.778052763,0.659682389,-0.603308684,0.629943381,-0.629215703,-0.468817814,0.239648357,0.348671418
PSMD1,0.352674216,-0.034117098,0.175886665,-0.273654774,-0.198333463,0.223698177,-0.050518457,0.228115906,-0.301248253,0.85811359,0.143998695,0.273658234,0.073252304,0.359200533,0.089905005,-1.248161075,-0.129780428,-0.000922701,-0.106389817,-0.004398634,0.094482074,-0.812575269,-1.195023192,-0.004237775,-0.50501037,0.716218792,-0.129807693,-0.944162784
PARK7,-0.702870782,-0.052780132,0.101500672,0.077694431,-0.128773324,0.276414692,0.101793676,-0.058985566,0.422335314,0.599976623,0.203089816,0.129516331,0.227241959,0.015744037,0.410100222,0.017120532,0.11202322,-0.111912415,0.182239578,0.098026965,-0.03070055,0.278238509,-0.134219301,0.123626559,0.112201338,0.05260767,0.373092611,-0.157898794
VAT1,0.747603237,0.467943266,0.261191435,-0.216296245,0.293287506,0.294289696,0.492539335,0.44108108,0.587141269,-0.052255652,0,-0.439444606,0.772635486,0.11602927,-0.492228442,0.238842677,-0.93395711,-0.270378588,0.116238584,-0.301427506,-0.236334018,-0.541501621,0.063067836,-0.20020267,-0.406650023,-0.377955655,0.048980275,0.169109406
TSNAX,0.268764504,-0.226659793,0.079632031,0.038639848,-0.359660925,0.281574098,-0.435332075,0.026702036,0.083664409,0.043044374,0.433097609,0.212759808,0.174030213,0.222113101,0.733376885,-0.774535552,-0.384223279,-0.051405882,-0.841506272,-0.737397656,-0.350248604,-0.956971994,-0.001998328,-1.475057171,0.334184557,-0.925503477,-0.448209563,0.674661944
SEPHS2,1.796167661,0.409391932,-1.706771236,-0.049456544,0.06772481,-0.899518255,0.459643019,0.620214705,0.993617976,-0.220361719,0.280455369,0.8489514,0.361200182,-0.368904211,-1.03931159,0.027165031,0.20406858,-0.485608765,-0.171262753,0.685211081,-0.498848242,0.269631873,0.697718922,0.630002844,-0.566400838,-1.608370168,-0.670697986,0.6588286
TTC1,-1.312340633,-0.173414683,0.78180791,0.228880934,-0.047503569,0.67291247,0.029245875,0.748011014,0.476819179,0.263483915,0.359805756,-0.063514579,-1.999506311,0.00714521,NA,0.326236878,0.279512647,0,-0.343400172,-0.558617426,-0.136958908,0.211211396,-1.291145005,-0.058131284,-0.746330754,-1.186369325,0.5827914,-0.154573949
PHB2,0.421219301,-0.132002097,-0.147167126,-0.026228357,0.466853723,-0.070836433,0.007165896,-0.063858083,-0.114792101,0.06580951,-0.061181484,-0.43447488,-0.130217787,-0.414871927,0.001262249,0.388818824,0.013449459,0.43154671,-0.904019049,-0.170749828,0.031340431,-0.255885134,-0.063722165,0.319637951,0.083443121,-0.066009484,0.107123031,-0.092326201
SLC38A3,-0.176127729,0.199804786,0.035683731,-0.088743699,0.72073523,NA,0.609015576,0.08033392,0.206371391,0.444583476,0.701330013,0.199201953,-0.944637655,0.216813306,0.759543355,-0.041521652,0.184131535,0.670199817,0.354760613,0.526762696,0.642011249,-0.013376552,-0.809789175,-0.263097665,0.220469843,0.190970879,0.864344502,-0.042916103
COPS8,-0.032262828,0.007914417,0.281437765,0.196823793,-0.414236659,-0.013057865,0.149542528,-0.785453734,0.281564482,0.408993259,0.094172029,0.194459901,-0.448706562,0.432018452,-0.490723505,0.273304722,0.074820235,-0.500316422,0.210276291,0.164166692,-0.023619492,0.371588161,0.162040023,-0.055664299,0.222802431,0.079615907,0.552874782,0.437608404
CHP1,NA,1.914611107,0.405900595,1.21422573,0.501524476,0.600806411,0.047692797,0.482576223,1.826407511,NA,-0.277004013,-0.689905997,0.309142931,0.644716845,NA,-0.050561641,0.670270198,0.247936087,0.208538522,-0.313158852,-2.412717356,-0.081721963,-0.749189028,-0.716204824,1.351158451,0.214583513,0.194170899,-0.012027029
KIF2C,0.046901882,0.107678688,0.419935524,-0.004878094,0.027679389,0.06921219,-0.732754346,0.112478342,0.331312283,1.219812002,1.218331508,NA,0.001522395,0.22561257,0.429702914,-0.997645722,0.006710521,-0.237522959,-0.18098855,0.225637647,0.264231819,0.31560141,-0.677230818,0.123261851,-0.272505736,-0.192890653,-0.221320335,0.569353152
CGREF1,-1.27363814,-1.144044578,-0.054906492,-0.874517878,-1.67482802,0.161971307,-0.737055752,0.272712971,-0.487159832,0.621414905,-0.542490919,-0.772137483,0.528092473,-0.707091412,-0.341774964,-1.455808116,-1.060192533,0.701429931,-0.70947766,-0.100122427,0.809347305,0.373767033,-0.172427922,-0.927739416,0.689061041,-0.34393254,-0.686544415,-0.26716242
