,wAP0022_d4_2A,wAP0026_d0_10A,wAP0029_d8_50A,wAP0030_d0_51A,wAP0033_d8_20A,wAP0037_d4_31A,wAP0041_d0_41A,wAP0042_d0_87A,wAP0042_d4_42A,wAP0043_d8_40A,wAP0045_d4_88A,wAP0046_d0_46A,wAP0047_d4_47A,wAP0050_d0_93A,wAP0026_d4_97A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0059_d4_107A
NIT1,1.305948772,-0.441837238,0.712551664,0.898282642,-1.216221942,-1.393178295,-0.440721683,0.047660858,-1.048601771,-0.295251216,1.002740466,1.221149742,-1.391077231,-1.210529098,-0.019483692,-0.143253396,-0.935630894,-0.819710688,1.092349203,-0.176558019,-0.124680859,0.530841595,0.704017045,-0.589071923,-0.125703164
ERO1B,0.046413542,0.707904935,-0.06746479,0.734506431,-0.81750779,-1.46188827,-0.185977379,-0.324953616,-0.816987835,0.605145277,-0.413080561,0.166079704,0.015939714,-0.319388381,0.181778563,0.345737093,0.270114705,0.55516345,-0.868079714,-0.560577402,1.040339733,-0.474355743,-0.566465147,-0.173202433,0.287399969
NUDCD3,0.353691777,-0.326185136,0.364639752,0.787559927,-0.768540313,0.381461761,0.851505417,0.03350358,0.58860965,-0.341558703,-0.141559556,-0.131427875,-0.070535975,-0.481430319,0.400467275,0.314384583,-0.579924063,0.072847967,-0.235601249,-0.565231617,-0.780346768,-0.087916313,-0.018792414,0.005664853,-0.107656131
NAXD,0.24916482,0.273506075,NA,0.210622972,-0.233407583,NA,-0.696238713,0.418543428,0.55899612,-2.163847672,-0.481193685,0.490334951,-1.380068351,0.615901492,-0.619101221,-0.32751337,-0.581285587,-0.701332733,-0.843877112,1.103348995,-0.244725978,0.239806426,0.859032171,0.010234748,0.146201767
SLITRK4,NA,-0.475966261,-0.419401745,0.199941776,0.701095201,-1.166208262,0.235453261,0.005085248,-0.381348046,0.324361793,-0.778817751,0.412395273,0.114255833,0.078641115,-0.455947918,0.128444477,0.438802223,0.21863809,0.313169154,-0.754402915,0.022877937,-0.121235848,-0.272662869,0.669286275,-0.258059963
WDFY1,-0.923350864,0.223980757,-0.901987417,-0.323417637,-0.531418557,-0.028291174,0.196178412,-0.001526404,-0.167294547,-0.595504992,0.288703436,-0.251427666,-0.281646263,0.037384129,0.74634098,0.791459545,0.698947531,-0.238358639,-0.576151067,-0.140085338,0.125498425,0.128549027,0.685846464,-0.174414918,-0.549391865
DNAJC10,NA,-0.593426515,0.651386949,0.351772139,-0.516510983,1.950553946,0.405274118,-0.105926875,0.291891164,0.573764267,NA,-1.293484941,-0.635944365,-0.748627721,0.594663235,-1.281872846,0.821590444,-0.212724443,0.124215033,-1.04391573,0.344811231,-0.905598692,-0.956546656,0.453323194,-0.087225668
MRPL41,1.081075734,-0.226244522,-0.301731763,0.96418294,-1.220051853,0.212838372,0.989086904,0.035541052,-0.410829786,0.263279386,-0.256951135,-1.125038566,0.339710933,0.496950603,-1.243323434,-1.157871596,-0.539182377,-0.859849258,0.621707009,0.031663266,-1.253250238,-0.105680742,0.394137176,-1.043954963,-0.750325821
MB21D2,0.988305544,0.165040313,-0.274507229,-0.790605894,-0.720525412,0.662677265,0.285019197,0.078763674,-0.63042277,-0.510273448,-0.320967547,0.121711034,0.169626571,0.335382522,-0.703372915,0.32731887,-0.277777975,0.665932061,0.865147098,0.798161204,0.481434825,0,-0.411163249,0.730514533,0.641063812
SUPV3L1,-0.162519606,0.228585303,0.681602463,-0.574623687,0,0.518023706,-0.879571373,-0.129515015,0.066642924,0.909341467,0.527845405,0.146871452,-0.172671252,0.263163405,0.568530862,0.168397013,0.646342385,0.379094292,-0.110783032,-0.008965538,0.138261025,-0.799754763,-0.60654448,0.440767949,0.268141527
ALDH16A1,2.07543714,-0.726034283,-0.011635055,-0.6065658,-0.354364996,-0.079558795,0.379460931,-0.919665577,-1.451722189,-0.151096543,0.626853223,-0.744651642,-0.556254194,NA,0.442036136,-1.223040868,-0.181389528,0.149522469,0.314046148,NA,0.618383703,-0.370119504,-0.459846652,-0.825280169,-0.90294533
H1-8,-0.022764219,0.075268697,0.431465832,0.708375607,0.593316289,0.138716918,0.80496331,0.690840592,1.004308224,0.984713447,0.937076225,0.598377802,0.695110508,1.053117606,-0.562179717,-0.879818332,0.017389848,0.408935487,0.363255303,0,0.25233497,0.143135338,-0.160810383,0.273191206,0.456773392
FCSK,NA,0.228528014,0.533782795,-0.210882386,-0.060350978,-0.995163719,0.679203096,-0.117106663,-0.181976103,-0.308509377,0.355422948,0.06428957,-0.674297506,-1.170424112,-0.432654445,0.181785656,0.082337464,0.122675178,-0.012478698,-1.216486464,0.396943528,-0.2859644,0.485009464,-0.516026818,0.446605785
CLYBL,-0.294518245,-0.888903534,0.091684296,-1.045342698,-0.176889751,-0.828170266,0.666219939,-0.138461802,0.191124054,0.334103793,-0.381553569,-0.16385991,0.182895957,0.612558581,0.001528609,0.124411203,0.740581469,-0.167855461,0.060546603,-0.831357494,-0.207664893,-0.948927971,-1.481826696,0.033300528,-0.36694291
TMEM123,-1.612823566,NA,0.234768807,-0.072148723,-0.464058947,-0.202515354,1.903089808,0.624378192,1.968912359,-0.84171485,-0.49778585,1.209038595,0.058056855,1.627196991,0.64895344,0.345182919,1.308561285,1.627367186,1.504642201,0.784574657,-0.471107119,-0.724681075,-0.459235628,1.653972434,0.479666622
NDUFAF2,0.320956507,-0.511128296,0.191267049,-2.488544276,NA,NA,-0.035417444,-0.158103069,NA,-2.859017123,-2.121013752,0.021162787,0.022752795,0.534556844,0.251608001,0.135220162,0.982558431,-0.05811497,1.382877477,-0.287298203,0.539721487,1.46794382,-1.494892107,-0.455758773,0.170884668
NUP93,-0.791181068,0.894754087,NA,0.502838887,-0.020960567,NA,-1.083840159,0.207724867,-0.496427177,-0.350738382,-0.238658108,0.14219996,-0.654342214,-0.199407033,0.884362196,-2.10775493,-1.435724513,-0.697502244,0.768750513,0.79914649,-1.259215152,1.08711176,-1.016813843,-0.522125481,0.366311823
LRRC47,-0.527326221,-0.319982671,0.601914524,0.31684329,-0.452484605,-1.986521987,-0.283596723,0.186975218,-0.189032457,-0.129261762,0.071531503,-0.472225176,0.337125739,0.07783041,-0.226610098,0.223359784,0.448557359,-0.043747543,-0.239975601,-0.588233782,0.096315737,-0.576510209,0.381922888,0.236468212,-0.242134677
ANKRD35,0,-0.922490423,NA,0.274108636,-1.737935083,0.147162388,-2.140866176,0.647135347,0.963801944,0.365067596,0.34248402,0.715065998,-1.553834396,0.825384518,-0.86249963,1.29696264,0.870200131,-0.781255383,-1.443075504,-0.091884084,-0.554305648,NA,0.077642013,0.582401285,-0.321771649
ARMC10,0.573005051,-0.381365715,0.666505304,-1.329381585,-0.817789176,1.190510263,-0.799076845,-1.655704854,-0.682786243,0.80556029,0,-0.046948109,-0.044165712,-0.167679787,-0.10367062,0.32112596,0.538672847,0.35673773,-0.687657284,0.484903831,0.742171612,0.407024437,-0.084939873,0.845255925,0.66076198
ABHD12,-0.099241405,0,0.03189557,0.567975226,-2.000837578,0.815337248,0.926283292,0.413640711,0.117971057,-0.572101264,0.041668907,0.201622134,-0.582477477,0.302002236,0.109524716,-1.84482238,-0.621702556,-0.015440866,-0.775691566,0.40671416,-0.514588397,-0.208725962,-0.369118503,0.812176269,-1.014917701
TOMM5,0.395783111,0.099091683,-0.860979847,-0.690382228,-0.471707812,0.80558077,0.411018359,0.10255378,NA,-0.762223395,-0.991345415,0.556912484,-0.182744046,0.001372843,-0.571434827,-0.894214747,-0.253855869,-0.010509617,-1.373884236,-1.193208349,-0.933372486,0.003890393,0.014255482,0.022765395,0.038370923
CISD2,-0.249205669,-0.744973255,-0.231733382,-0.583958178,0.048661188,1.013094507,-0.877385822,0.207981211,-0.004111309,0.629236637,0.710186305,0.250341085,0.414970618,-0.29249924,0.550183897,0.025671928,0.933563398,0.837018938,0.201610863,0.048689795,0.553691525,0.361638771,0.518395076,NA,0.820580275
TTC9C,-1.362280071,-0.231336257,-1.038093859,0.707861348,0.605212684,NA,0.473760731,0.119018496,0.002592075,-1.5266443,0.145418927,-1.191176851,0.385194577,0.088190026,0.208255668,0.365493526,-0.64617286,-0.093403674,0.047166625,0.118462162,-0.30198558,0.128620368,0.090893572,0.133441033,0.30165305
COMMD1,0.292219371,-0.004913463,0.402002573,-0.434412571,0.063438434,NA,0.618346959,0.386256361,0.648834997,-0.134147033,-0.379978425,0.502583832,0.137342731,-0.068890727,0.431815769,-0.39591485,-0.49260252,0.004896786,0.49083105,-0.444432622,0.247075086,0.278777112,0.619570154,0.328452299,0.868638583
ZFAND2A,NA,0.28159535,0.346570729,-0.166372139,-0.304032823,-0.885400254,0.028969959,-0.06510097,0.155389961,NA,-0.738126917,NA,0.700217685,-0.043547484,0.976546177,0.571393102,0.613447861,0.127343268,0.061751279,-0.80144728,0,-0.588238895,0.236107577,0.110436266,0.434601485
MRPL43,0.629731119,-1.616565526,-1.103182502,1.182033837,-2.288102961,NA,-0.335575244,0.019001757,0.050546292,2.095054064,-1.37026517,-0.902254283,0.071715163,0.544428808,0.026976368,-0.421552078,0.94651901,0.648039655,2.026227485,-0.546816634,0.115140155,0.135391978,NA,NA,0.364825773
SYT2,0.937264809,0.274374761,0.998433168,0.323706903,-1.067336872,-0.782617972,-0.445093806,0.135841465,-0.325322819,0.775496199,-0.047528168,-1.722578474,0.773121704,0.896468088,-0.457200467,-1.137754799,-0.974885169,0.114058076,0.086704047,0.540064411,-0.218897814,0.278875322,0.262023595,-0.093573883,-1.445219743
KDM1B,-1.170280252,-0.443024572,-0.132733802,-0.234803017,-0.221123974,-2.142954435,-0.031386823,-0.124605806,-0.005027733,-0.318378936,0.25419528,-1.03953399,-0.749884073,-0.662469006,0.1091237,-0.380254069,0.084845588,0.192225832,0.068136925,-0.152734662,0.563318266,-0.086640284,0.511498433,0.406331614,-0.083459013
GOLM1,-0.058737761,-0.055282022,NA,0.691936376,-2.406181058,0.357801392,0.517711485,0.357021838,0.861095778,NA,0.02575532,1.053088126,0.669227721,0.325203389,-0.049653423,-0.163885156,-1.306871333,-0.54855999,-0.15770918,0.515892002,-1.259794597,-0.265703683,-0.056120916,NA,-0.092855875
TXNDC5,-0.586347123,0,-0.406069777,-0.346159577,-0.713634093,-0.229445832,-0.33395835,-0.069448518,-0.374443634,0.347301647,-0.210162525,0.353605638,-0.090527526,-0.068472754,-0.17148475,0.261267696,0.111509404,0.18585463,0.13966777,-0.3378763,0.538243729,0.277328017,-0.079308022,0.350232737,0.161418276
SCCPDH,-0.609990766,-0.20450882,0.024040269,0.420931851,-0.930388716,0.90275064,0.075676133,-0.370764162,0.417747684,0.737510341,0.430930823,0.531665242,0.26097668,-0.576340704,0.260416099,-0.139452582,-0.006013766,0.629067516,0.151646227,0.332336888,0.458777763,0.861236139,0.515657947,0.010974791,0.276696863
LEMD2,-0.322303838,-0.591855619,NA,-0.402400097,-0.469714834,0.447967165,-0.769378456,0.878711746,0.898540652,-0.990197305,1.378637545,0.322844313,-1.211237386,-0.598910115,1.030628617,-0.485797516,0.927629311,0.268869349,-0.135866287,-1.708416463,-0.477682547,0.203076742,-0.057223655,0.540985487,1.478810878
NECAP1,0.195464986,-0.476113715,0.58268956,0.196238957,-0.344535809,-1.512930117,-0.200642222,-0.70575835,0.616314981,-0.754499906,-0.550546044,-0.366551183,0.283853637,0.142864787,-0.203516615,-0.049066139,0.223292084,0.5302298,1.265981071,-0.647718356,0.54135221,0.553920042,-0.820438656,-0.559165615,0.311414214
PDPR,1.182112413,0.267888574,-0.594085584,0.137265663,1.285277102,-0.755864407,-1.595921903,-0.713347242,NA,NA,0.273334349,0.377112087,-0.300412901,-0.443653047,-0.161937042,-1.240877712,-1.776482097,NA,NA,0.933437292,0.225869904,0.755058737,0.217982647,1.108567475,-0.186506304
NAXE,-2.066063337,0.78527801,0.443544864,-0.577051265,-0.172345478,NA,0.509667873,-0.086091217,-0.079059925,-0.206332663,-0.17970972,1.131955142,0.136789752,-0.134730467,0.12929912,-0.536756654,0.124979099,-0.058360288,-0.176526228,0.11280634,0.432257789,0.128608352,0.34143313,-0.013618502,0.698141945
MCU,0.871316777,-0.496283812,-0.678807498,-1.581207822,-1.464673828,0.690170518,-0.08237519,0.00380197,-0.813392843,1.516196283,0.529521663,-0.095731399,-1.55540985,0.782124164,-0.20540035,0.623578432,0.598281614,1.414519574,-0.867018405,-0.692399026,0.930602976,0.376092457,1.005146978,0.330394106,-0.751180248
FLAD1,-1.421929351,0.291877395,NA,-0.487403759,-0.173369341,-0.242013546,1.509484517,0.379848912,0.816244298,0.60850464,-0.243943535,0.401771542,-0.704843073,-0.18559859,0.125521933,-0.34811964,0.941947621,NA,0.909627229,-1.216154897,1.158413326,-1.572274067,0.329903995,-0.48330239,-0.124455722
TSTD1,0.505373643,-1.061107088,-0.03779413,0.171318395,0.624318175,0.308664456,-0.775202378,0.602617138,1.083732236,0.420435505,0.257939993,0,0.529700207,0.546644553,-0.735378142,-0.001168625,0.719655282,0.118057802,-0.197665081,-0.341194004,-0.424822649,-1.582725841,-0.226913049,-0.052453103,0.573447864
POMGNT2,0.000141515,0.19644575,-0.974894031,1.148613937,0.875144303,-0.93526688,-0.482188998,0.02998265,-1.335068264,0.371292846,0.676036479,-1.066498763,0.337062752,0.0359404,0.099628679,-0.655363798,-0.815601589,-0.657831586,-1.515049915,1.083217848,0.550158855,-0.290940116,0.471952732,1.610324144,-0.038953257
GDAP1,0.493595326,0.152482278,0.028228755,-0.318316794,-0.446386272,0.365675774,0.008005438,-0.210764809,-0.063100557,0.182215537,0.165894099,-0.091839992,-0.315763986,-0.218243872,0.289148059,-0.466954937,-0.153092543,0.624516856,0.005187352,0.137193664,0.085516027,0.390945712,0.121134876,-0.133931892,0.348648557
PIP4K2C,0.396245155,-0.215980877,-0.097844738,0.238356028,0.447506176,-1.374726685,-0.242944969,-0.14972761,0.353537279,0.134512515,0.011303369,-0.41423043,0.576389355,0.725315845,-0.111867543,0.367177857,0.263856721,-0.249192746,-0.245774329,0.002435447,-0.214628347,-0.025745638,-0.167931009,-0.243513689,-0.53118892
GPT2,1.301188042,0.781825345,0.115410473,0.132774609,-0.465146988,0.76660929,0.304953837,-0.670818069,-0.056870198,0.742496544,0.53974946,-0.164900491,-0.34079689,0.58417994,0.409556164,-0.062274381,-0.284557881,0.120967632,-0.580699777,-0.064802235,-0.65931422,-0.167068326,-0.331341364,-0.471511494,-0.052671246
GNPDA2,-0.558343036,-0.192602883,-0.07746854,0.088750009,-0.002282386,-1.332322095,0.136180625,-0.195487473,-0.527528845,-0.343561097,-0.398680689,0.268423299,-0.309048236,0.013228777,0.320732775,0.105134243,-0.375085488,0.119618289,-0.227364878,-0.329665787,-0.84840695,0.447103381,0.979472616,0.029586734,0.190998183
GIPC2,0.656833085,0.092837347,-0.736556837,-1.53426043,-0.01039521,NA,-0.558979057,0.096943434,0.244673249,0.660061483,1.101071605,-4.457345201,0.420550626,-0.345982481,0.034010536,0.53011942,-0.792170891,-1.439116832,-0.534220165,-0.063517941,-0.511693578,0.010320843,0.264077782,-0.987543163,-0.119881535
WIPF2,0.540512732,0.241810733,0.073301011,0.579880388,-1.296073675,NA,0.072731524,-1.156832352,0.054484959,1.389373819,0.380978032,-0.133837957,0.633897827,1.151875954,-0.382832043,-0.626012423,-0.834561953,-1.056727455,0,-3.870083215,0.997132499,-0.269874204,-0.577234046,-2.188311513,-0.616366396
SCARB1,NA,-0.585383497,-0.700815197,-0.482330554,1.18901392,-0.427103779,0.047599702,0.567997333,-0.071046497,-0.627673593,0.119850438,1.145773245,-0.396705705,-1.485791163,0.7293649,0.391813249,-0.500485631,0.151194739,-0.164027487,0.196027719,-0.029736647,0.727011026,0.875396605,-0.249507024,2.061523119
RAB2B,NA,-2.051924259,NA,0.848553897,-0.142765048,-1.31728119,-1.003499822,-1.195211,0.285274658,-0.010277764,0.57103582,-0.881824015,-1.794380057,-1.710944908,-0.835745215,-0.335788881,-0.066802462,0.788648638,0.545049167,1.18517358,-0.484277251,0.332808752,-0.202900787,0.137472285,NA
PDCD6IP,0.08988538,-0.602947129,-0.184864671,-0.088367858,0.058244737,-0.989028876,0.226642057,0.043770622,0.18042909,-0.494912225,0.069833383,-0.106847294,-0.052103588,0.114161263,-0.376046876,0.094002872,0.095188162,-0.428582089,0.06125836,0.090993134,0.245663594,-0.343068871,0.109499478,-0.325420832,0.214726261
THEM6,0.900653152,1.584590664,-0.89913536,1.074751453,-1.172711172,-0.364567537,-0.603747549,0.978357624,-1.43575967,0.077780436,0.948817315,-1.504987733,-1.958325186,-1.019755888,-0.534613743,-0.07011782,0.686028324,-1.087216851,-1.084688143,-0.255568923,-2.327483807,-0.731976885,-0.763383134,0.538473007,-0.716471492
NUDCD2,-2.103421985,-1.025016366,NA,0.482627715,-0.520670783,NA,-0.452683198,-0.560243722,-0.262141402,-0.427095408,-0.520136436,-0.619360008,0.079362956,0.32995335,-0.258005264,0.498510155,0.850228917,0,0.041361532,-0.470525983,0.869601661,0.071749429,-0.212507053,0.779341689,0.70584888
SCFD1,1.015321302,-0.705006236,0.14900549,-0.033543697,-0.281846573,-1.67199901,0.420697356,-0.004233565,0.091988412,-0.057255532,-0.107850097,0.247548034,0.171861236,0.506928106,-0.205314947,0.342490342,-0.198983464,-0.350626461,-0.292718887,0.349472774,0.347864857,0.208033492,0.376230077,0.002406561,-0.327218009
DNAJA4,NA,-0.611437059,NA,0.654251372,0.327063108,0.765539305,0.067283857,-0.716597101,-0.115682241,0.199400674,-0.122641803,-0.392188828,-0.572935283,0.937509699,0.300862408,0.784524737,-0.387041131,2.085597776,0.469539275,0.744721744,0.406810532,1.145889489,-0.976161639,-0.237291614,0.776304481
GTSF1,-0.871424401,0.006710228,0.31214432,0.222502261,0.645266588,NA,0.345252892,-0.453790766,0.027373805,-0.877717708,-0.035199706,-0.848800679,-0.385201611,-0.030004702,0.403639729,-0.188139468,0.597260627,0.238272609,0.550544906,0.024326503,0.377154906,-0.160845533,-1.547039434,-0.51210008,-0.481747785
RTN4IP1,0.95714495,-0.72103725,-0.926123484,-0.669971696,-0.105960751,0.617508354,0.203302768,-0.047805844,0.084395099,0.485845592,0.466431725,0.239420015,-0.198031443,0.403485029,-0.259683004,-0.128154627,0.18143452,1.428141004,0.103940612,-0.041351239,-0.014948029,0.269708891,-0.045620124,0.301697294,0.312560489
NLRP7,-1.010553841,-0.093506049,0.07209672,-0.329042,-0.083150559,0.497388074,-0.155499131,-0.179912131,0.031137637,-0.293171662,0.543702348,0.157242521,-0.243764807,-0.040892167,0.112547249,0.115666546,0.314356846,0.074191465,-0.458727934,-0.077685116,-0.047937388,0.240302996,0.624062836,0.254660278,-0.075162235
DNAJC9,0.174867333,-0.471349383,-0.341713032,0.396686934,-0.169925417,-3.861545306,-0.180208025,-0.167665506,-0.317842634,-0.586971911,-0.70381306,0.01968897,-0.55640211,0.482986036,0.41109051,0.866566964,0.548464099,0.400728869,0.563865254,-0.341725488,0.004956149,0.381452191,-0.077186875,0.436592386,0.632980152
DDX1,0.411479948,0.059969493,-0.199214547,0.354487482,0.073687649,0.50196345,-0.166901485,-0.690646173,-0.044382461,-0.287279991,-0.208682214,-0.026999198,-0.023128027,0.433071697,-0.593929033,0.289257458,-0.25460831,-0.090012107,-0.096442014,0.105565904,0.199980589,0.197185125,0.264329482,-0.016344734,-0.178685096
HSD17B8,-1.472163781,NA,NA,-1.604083465,-0.465040551,-1.337815736,-1.057730182,0.511484616,0.48275886,0.498684508,-0.344176629,0.786056078,-0.394338754,0.758776984,-1.022506976,-0.977331048,-0.997107206,-1.2313918,-1.488788822,0.567677965,-0.893939418,0.118652243,0.088243942,0.544754388,-0.212526835
FAM3C,1.313701046,-1.79818014,-0.12666444,-1.816143279,0.843047897,-0.982765144,0.462749288,1.467763386,-1.06513486,NA,NA,-0.066210466,-1.356597216,0.11698375,-1.867786287,0.290106432,-0.013820176,-1.595026672,-1.041237995,1.797191091,-0.558612525,0.99212286,0.611825541,-0.600473768,NA
PSMF1,-0.361942651,-0.198402063,NA,0.472451196,-0.890436798,-1.246150041,0.915755212,-0.0279678,-0.400428974,-1.64099923,-0.015785914,-1.307328985,-0.230132617,-0.39291396,0.606927376,0.713545722,0.681673864,0.288277844,0.449504444,NA,-0.122733279,NA,0.277997704,-0.326812885,0.147572139
GBF1,NA,-0.032202712,0.789648086,0.35668264,-1.325088763,NA,0.4689917,0.390915556,0.072497063,0.252583185,0.188466384,0.272212441,0.14034275,0.174074095,0.361521895,1.11027521,0.911200565,0.06890796,-0.002629111,0.577468545,-0.951442787,-0.419540651,-0.660819594,-1.690003441,-0.100625845
NCSTN,0.420862838,0.027365489,1.953068809,0.292091432,-0.313007396,0.188082219,0.613136854,0.335034914,0.546604297,-0.228548163,0.323381906,-1.974589045,-0.359630402,-1.294336489,0.184100612,NA,0.655815571,-1.180094755,0.024132608,0.537108605,-1.426457472,-0.028812184,1.026138006,0.62626204,0.157901002
SLC9A6,-1.199434449,0.848446486,-1.125983833,0.873407915,0.327753441,-1.541424164,-0.104444459,0.053487021,-0.747683584,1.32040275,NA,-1.414467142,NA,0.251467517,-0.056196444,0.478647237,-0.523931727,0.459202305,-0.369376594,NA,-0.931488167,0.544153306,1.898486996,0.131883321,0.207018208
HSPH1,0.332568253,0.194206286,0.387187769,0.09593444,0.247082415,-0.229154604,-0.329905879,0.220407303,0.034355182,0.563823096,-0.001360761,-0.553433236,0.230292334,-0.066668997,-0.129105155,-0.088386415,-0.423851157,-0.255899383,0.163404844,0.66070681,-0.132989193,-0.426863124,-0.290058067,-0.006372778,-0.588140902
AKAP1,0.357231478,-0.117469208,-0.049344545,0.378487061,-0.035511384,1.640758972,1.158086208,0.650917227,0.533372028,0.862232974,0.964321939,-0.134716024,0.449754011,0.019144665,-0.550493448,-0.177528934,-0.421045296,-0.065600118,0.269233647,0.974613504,-0.316473852,-0.026232379,-0.482122759,0.071599248,0.423966056
TFG,-0.784815604,-0.07330803,0.245269958,-1.60835974,-0.495593726,NA,-0.542354094,-0.252265238,-0.325112268,-0.04909859,0.01140456,-1.085028813,-0.859264643,-0.125176302,1.10190718,0.32463908,-1.007066147,-0.423218937,-1.029083152,-0.267745425,-0.563183029,-0.392438789,0.349906153,0.370649672,1.182855669
HTRA1,-1.581381723,0.852530364,NA,-1.148421628,0.743330932,NA,0.895760586,0.144969736,-0.121424428,0.977202774,NA,0.692257673,-0.212883746,-0.327938254,-0.31797849,0.622769474,-0.552512539,0.002078345,0.796710754,-1.640782116,0.708662403,-0.364286753,1.122702179,NA,1.75508405
GGH,0.381728303,1.013711572,0.146228573,0.057227372,-1.013862803,-0.271978058,-0.651802881,-0.573803775,-0.325539052,0.252680744,-0.79537604,0.469590722,0.272422802,-0.852524906,0.57691241,0.741853078,0.974886264,0.222525105,-0.225667027,-0.46745556,-0.773571892,0.8486647,1.157012054,0.976049595,0.339271448
NELL1,2.364739268,-0.79964738,2.196930379,0.709751273,1.268337464,NA,-0.654813029,-0.316225345,NA,0.855247188,-0.860205142,0.992446551,-0.112191141,-0.022945142,0.271301613,0.471303952,-1.831908019,-3.005876462,-2.791704208,-1.058483407,0.253388832,-1.600474817,-0.142071774,-1.881278433,-1.665865747
OSTF1,-0.127543401,-1.44766592,0.022121296,-0.086716376,-0.822266309,-0.81377249,0.902526515,-0.49558516,-0.241332484,-0.530289353,0.768447064,-0.505453476,0.344793573,0.20690546,-1.047112243,0.563560243,-0.723486968,0.639376201,0.04137018,-0.199114013,0.011251235,0.069676186,0.280278325,-0.195675668,-0.379469235
GLG1,0.627065342,NA,3.491853823,1.651196305,1.009416363,NA,0.550302022,0.284992013,-0.574735525,-1.658540237,-0.353080182,-0.490126809,0.111845501,1.660580935,NA,-0.758538357,-1.729453569,-0.630147968,0.332922586,0.40229055,-0.432573003,-2.072755878,0.315054111,1.752526626,-0.028134655
COPS5,-0.687657728,0.171739939,0.239800565,-0.228917587,-0.312557051,NA,-0.0013536,-0.110006805,-0.299400419,0.414752368,0.204168009,-0.659087096,-0.232803516,-0.05675787,-0.081766076,0.200495335,-0.200173562,-0.468333167,0.117652741,-0.019722154,-0.047686363,0.301509968,0.610230262,0.095631567,-0.224535089
RAB8B,NA,0.936804306,-0.486033428,0.936679829,-1.275181391,NA,1.19945789,0.894123274,0.121863923,NA,-1.478136964,0.440329538,-1.172148421,0.292833718,0.697112291,1.292301615,0.543635652,0.049843295,-0.40296378,0.58872822,1.038009359,0.915260285,-0.679861089,-1.974935185,-1.462718635
GCDH,0.798709682,0.613620814,0.920314649,0.111316748,0.655058803,NA,-1.045391459,-0.657187602,0.127296667,0.202500613,-0.68127984,-0.575183002,-0.082589331,0.125032262,0.296417038,0.605351861,0.589085955,-1.982209398,-0.13362268,-2.037777317,0.210165526,-0.513988905,0.862258649,-1.002390684,0.570097134
USP9X,-0.711513568,-0.563945673,-0.412425796,-0.131425173,-0.81192421,-0.668394659,0.299628565,0.056843258,-0.044360131,-0.198995031,0,0.131391616,0.04674207,0.317168534,0.086373102,0.235629718,-0.268539,-0.642920737,-0.479964969,-0.014386288,-0.203341755,-0.241795897,0.598237048,-0.044373385,-0.093319965
CUL5,-0.225155763,-0.28990882,-0.085822712,-0.69061068,-0.238845995,NA,-0.114875133,-0.252725713,-0.854612741,-0.81827581,0.141635745,-0.169196583,-0.863588918,-0.980596223,-0.032389525,-0.198517861,-0.138312723,-0.09637404,0.019274899,-0.705604218,0.014097419,0.12653937,0.436220548,0.336583074,-0.188057326
ATP6V0A1,-0.663446205,0.73759713,2.746450562,-0.224895532,0.590694641,0.18033415,0.559677639,-0.205374322,0.097371921,1.410336673,0.441186468,-0.521552872,-0.516265778,-0.230775703,0.123809791,-0.0089789,-0.458302361,-1.539779739,-1.45738921,-1.65763401,-0.863706687,1.161271514,-1.001520212,0.64666578,NA
MYDGF,-0.1967024,0.459383963,0.543717345,0,0.086564682,-0.011694448,-0.385590591,-0.736081645,-1.007340623,-0.140454042,-0.955158866,0.459001266,-0.208737016,-0.368898777,-0.438843444,0.168459347,0.242070965,-0.413081145,-0.200085494,-0.210823284,-1.525691683,0.367906854,-0.279622492,0.149866707,-0.191031135
NCLN,1.910019186,0.178599054,2.050100728,0.975761618,0.059272639,-0.071331317,0.34562447,-0.103499499,0.95759387,-0.457324675,0.288046701,0.898986769,-0.044498618,0.145384707,0.046631686,1.383628492,-1.351599936,-0.060993315,-0.633527668,0.06093992,-1.348990685,-0.003464896,-0.619470262,-0.81376071,0.238669464
MRPL24,-0.355394433,0.334966428,0.017076296,0.699318556,0.65698783,0.526290363,0.289075659,-0.371624596,-0.548926221,0.516520096,0.28310079,-0.889340411,0.24462116,0.137890477,0.370313918,-1.420811947,0.160512194,-0.069931826,-0.139830939,-1.149593915,-0.454989855,-1.560442469,-0.565931955,1.915593021,-0.94402457
SYAP1,-0.10208934,-0.475323802,-0.416780296,-0.023250554,-0.500506073,3.580552634,0.433298403,0.314476108,0.702495863,-0.409075856,0.307999911,-0.675180367,0.529226457,0.113619705,0.303851037,0.057157186,-0.21314381,0.449375945,0.326597328,-1.398766569,-0.008546374,0.254235779,-0.472584981,-0.359520762,0.564013723
TMEM230,NA,0.214226261,NA,-1.037354795,-1.155246532,-0.063440281,-0.188515438,-0.810979794,0.965828443,NA,1.317344204,-0.089333184,-0.184441819,1.362585935,0.328878962,1.066914758,-0.188367245,0.365452783,-0.152707804,0.172425477,NA,0.318131641,-0.085076626,1.008903907,0.337520455
